,portRet,turnover,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,0.008447975,0,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.01872117,0.350551341,NA,NA,NA,NA,NA,NA,1.01872117,1018.72117,1018.72117,0,0
2/28/1995,0.045652785,0.35130624,NA,NA,NA,NA,NA,NA,1.045652785,1065.228629,1065.228629,0,0
3/31/1995,0.027617532,0.340151905,NA,NA,NA,NA,NA,NA,1.027617532,1094.647614,1094.647614,0,0
4/28/1995,0.023958798,0.344073794,NA,NA,NA,NA,NA,NA,1.023958798,1120.874056,1120.874056,0,0
5/31/1995,0.033059484,0.32549833,NA,NA,NA,NA,NA,NA,1.033059484,1157.929574,1157.929574,0,0
6/30/1995,0.025387965,0.31030834,NA,NA,NA,NA,NA,NA,1.025387965,1187.32705,1187.32705,0,0
7/31/1995,0.034027094,0.316078075,NA,NA,NA,NA,NA,NA,1.034027094,1227.728339,1227.728339,0,0
8/31/1995,0.007571937,0.341062956,NA,NA,NA,NA,NA,NA,1.007571937,1237.024621,1237.024621,0,0
9/29/1995,0.022452719,0.320443245,NA,NA,NA,NA,NA,NA,1.022452719,1264.799188,1264.799188,0,0
10/31/1995,-0.024366706,0.333474553,NA,NA,NA,NA,NA,NA,0.975633294,1233.980198,1264.799188,-30.81898981,-0.024366706
11/30/1995,0.049575915,0.336726191,0.30609734,-0.024366706,0.049575915,0.019495681,0.006800452,0.024366706,1.049575915,1295.155895,1295.155895,0,0
12/29/1995,0.013060608,0.347682868,0.312071419,-0.024366706,0.049575915,0.019233369,0.006800452,0.024366706,1.013060608,1312.071419,1312.071419,0,0
1/31/1996,0.029580206,0.345913909,0.326057415,-0.024366706,0.049575915,0.019266103,0.006800452,0.024366706,1.029580206,1350.882762,1350.882762,0,0
2/29/1996,0.012451027,0.341283761,0.283952198,-0.024366706,0.049575915,0.018224232,0.006800452,0.024366706,1.012451027,1367.702639,1367.702639,0,0
3/29/1996,0.020460001,0.331463755,0.275009252,-0.024366706,0.049575915,0.018111812,0.006800452,0.024366706,1.020460001,1395.685836,1395.685836,0,0
4/30/1996,0.024310311,0.323728852,0.275446947,-0.024366706,0.049575915,0.018118018,0.006800452,0.024366706,1.024310311,1429.615393,1429.615393,0,0
5/31/1996,0.016542073,0.333386301,0.255054045,-0.024366706,0.049575915,0.017710811,0.006800452,0.024366706,1.016542073,1453.264196,1453.264196,0,0
6/28/1996,-0.016775352,0.316775005,0.203447001,-0.024366706,0.049575915,0.020366596,0.020191461,0.024366706,0.983224648,1428.885178,1453.264196,-24.37901808,-0.016775352
7/31/1996,-0.057173673,0.349591122,0.097303468,-0.057173673,0.049575915,0.02836737,0.039129841,0.057173673,0.942826327,1347.190564,1453.264196,-106.0736316,-0.072989916
8/30/1996,0.035261028,0.320120414,0.127458472,-0.057173673,0.049575915,0.029423366,0.039129841,0.057173673,1.035261028,1394.693889,1453.264196,-58.57030701,-0.040302587
9/30/1996,0.040297145,0.328785914,0.147135518,-0.057173673,0.049575915,0.030515861,0.039129841,0.057173673,1.040297145,1450.896071,1453.264196,-2.36812477,-0.001629521
10/31/1996,0.018761157,0.355370195,0.197844635,-0.057173673,0.049575915,0.028311833,0.034954596,0.057173673,1.018761157,1478.116559,1478.116559,0,0
11/29/1996,0.069496109,0.329312613,0.220578862,-0.057173673,0.069496109,0.030950605,0.034954596,0.057173673,1.069496109,1580.839908,1580.839908,0,0
12/31/1996,-0.013498724,0.331594714,0.188579039,-0.057173673,0.069496109,0.032197206,0.034954596,0.057173673,0.986501276,1559.500587,1580.839908,-21.33932144,-0.013498724
1/31/1997,0.043985564,0.342649086,0.205209028,-0.057173673,0.069496109,0.033048506,0.034954596,0.057173673,1.043985564,1628.0961,1628.0961,0,0
2/28/1997,0.012322845,0.361359228,0.205056441,-0.057173673,0.069496109,0.03304984,0.034954596,0.057173673,1.012322845,1648.158875,1648.158875,0,0
3/31/1997,-0.033948506,0.336354976,0.14080569,-0.057173673,0.069496109,0.036006962,0.044399831,0.057173673,0.966051494,1592.206343,1648.158875,-55.95253206,-0.033948506
4/30/1997,0.030040355,0.340046344,0.147187415,-0.057173673,0.069496109,0.036227702,0.044399831,0.057173673,1.030040355,1640.036788,1648.158875,-8.122087737,-0.004927976
5/30/1997,0.077693656,0.356484541,0.216198161,-0.057173673,0.077693656,0.040906721,0.044399831,0.057173673,1.077693656,1767.457242,1767.457242,0,0
6/30/1997,0.033031958,0.362001747,0.277807233,-0.057173673,0.077693656,0.039653089,0.044399831,0.057173673,1.033031958,1825.839815,1825.839815,0,0
7/31/1997,0.081923516,0.329870574,0.466324873,-0.033948506,0.081923516,0.034621713,0.022701126,0.033948506,1.081923516,1975.419033,1975.419033,0,0
8/29/1997,-0.024242248,0.344122135,0.382045516,-0.033948506,0.081923516,0.038323403,0.028610064,0.033948506,0.975757752,1927.530435,1975.419033,-47.88859785,-0.024242248
9/30/1997,0.043642825,0.321131759,0.386490286,-0.033948506,0.081923516,0.038433103,0.028610064,0.033948506,1.043642825,2011.653308,2011.653308,0,0
10/31/1997,-0.047263956,0.326498575,0.296632936,-0.047263956,0.081923516,0.044209702,0.039940459,0.047263956,0.952736044,1916.574614,2011.653308,-95.0786942,-0.047263956
11/28/1997,0.029349746,0.307880605,0.247960393,-0.047263956,0.081923516,0.041805556,0.039940459,0.047263956,1.029349746,1972.825593,2011.653308,-38.8277154,-0.019301395
12/31/1997,0.009593704,0.326332359,0.277173163,-0.047263956,0.081923516,0.040668545,0.039940459,0.047263956,1.009593704,1991.752297,2011.653308,-19.90101134,-0.009892863
1/30/1998,-0.005270914,0.342770431,0.216914616,-0.047263956,0.081923516,0.040661326,0.039940459,0.047263956,0.994729086,1981.253941,2011.653308,-30.39936678,-0.015111633
2/27/1998,0.077757741,0.334856291,0.295573991,-0.047263956,0.081923516,0.044177599,0.039940459,0.047263956,1.077757741,2135.311771,2135.311771,0,0
3/31/1998,0.048602288,0.356083636,0.40628306,-0.047263956,0.081923516,0.040858424,0.034602017,0.047263956,1.048602288,2239.092809,2239.092809,0,0
4/30/1998,0.005894047,0.337395608,0.373316833,-0.047263956,0.081923516,0.041423903,0.034602017,0.047263956,1.005894047,2252.290127,2252.290127,0,0
5/29/1998,-0.017004087,0.327558354,0.25264246,-0.047263956,0.081923516,0.040000552,0.034602017,0.047263956,0.982995913,2213.991989,2252.290127,-38.29813834,-0.017004087
6/30/1998,0.007126897,0.347997174,0.221230287,-0.047263956,0.081923516,0.039912678,0.034602017,0.047263956,1.007126897,2229.770882,2252.290127,-22.51924489,-0.009998377
7/31/1998,-0.038691936,0.328653712,0.08508458,-0.047263956,0.077757741,0.037319562,0.042549345,0.047263956,0.961308064,2143.496731,2252.290127,-108.7933961,-0.048303456
8/31/1998,-0.148900229,0.345094,-0.053540456,-0.148900229,0.077757741,0.058362682,0.093000279,0.148900229,0.851099771,1824.329577,2252.290127,-427.9605498,-0.190011289
9/30/1998,0.067813798,0.344869709,-0.031620266,-0.148900229,0.077757741,0.060494339,0.093000279,0.148900229,1.067813798,1948.044295,2252.290127,-304.2458321,-0.135082878
10/30/1998,0.090639372,0.299611027,0.108547401,-0.148900229,0.090639372,0.063892461,0.088285668,0.148900229,1.090639372,2124.613807,2252.290127,-127.6763201,-0.056687333
11/30/1998,0.042999182,0.320824811,0.123247017,-0.148900229,0.090639372,0.064376732,0.088285668,0.148900229,1.042999182,2215.970462,2252.290127,-36.31966509,-0.01612566
12/31/1998,0.028271728,0.32965129,0.144027689,-0.148900229,0.090639372,0.0645464,0.088285668,0.148900229,1.028271728,2278.619777,2278.619777,0,0
1/29/1999,0.009243694,0.333946359,0.16072079,-0.148900229,0.090639372,0.064302912,0.088285668,0.148900229,1.009243694,2299.682641,2299.682641,0,0
2/26/1999,-0.023422024,0.341894614,0.051752465,-0.148900229,0.090639372,0.061837589,0.088285668,0.148900229,0.976577976,2245.819419,2299.682641,-53.86322204,-0.023422024
3/31/1999,0.004841389,0.34553271,0.007860101,-0.148900229,0.090639372,0.060372888,0.088285668,0.148900229,1.004841389,2256.692305,2299.682641,-42.99033586,-0.01869403
4/30/1999,0.102877873,0.307889682,0.105033485,-0.148900229,0.102877873,0.067009717,0.088285668,0.148900229,1.102877873,2488.856008,2488.856008,0,0
5/28/1999,-0.002794139,0.32943417,0.121007579,-0.148900229,0.102877873,0.066604149,0.088285668,0.148900229,0.997205861,2481.901799,2488.856008,-6.954209783,-0.002794139
6/30/1999,0.039142271,0.348812012,0.156643084,-0.148900229,0.102877873,0.067045503,0.088285668,0.148900229,1.039142271,2579.04907,2579.04907,0,0
7/30/1999,-0.028642839,0.337281681,0.168734128,-0.148900229,0.102877873,0.066382443,0.082758664,0.148900229,0.971357161,2505.177783,2579.04907,-73.87128715,-0.028642839
8/31/1999,-0.019205381,0.340937881,0.346831691,-0.028642839,0.102877873,0.044038375,0.025771391,0.028642839,0.980794619,2457.06489,2579.04907,-121.9841803,-0.047298123
9/30/1999,-0.043054558,0.334844652,0.206993626,-0.043054558,0.102877873,0.046048039,0.035128113,0.043054558,0.956945442,2351.277047,2579.04907,-227.7720232,-0.088316281
10/29/1999,0.022074468,0.322495565,0.131113913,-0.043054558,0.102877873,0.039886667,0.035128113,0.043054558,1.022074468,2403.180238,2579.04907,-175.8688327,-0.068191348
11/30/1999,-0.008101223,0.315687597,0.07569644,-0.043054558,0.102877873,0.038878058,0.035128113,0.043054558,0.991898777,2383.711537,2579.04907,-195.3375329,-0.075740138
12/31/1999,0.032006805,0.328662715,0.079603781,-0.043054558,0.102877873,0.039080281,0.035128113,0.043054558,1.032006805,2460.006527,2579.04907,-119.0425431,-0.046157533
1/31/2000,-0.053124793,0.31166559,0.012887234,-0.053124793,0.102877873,0.042742146,0.047586164,0.053124793,0.946875207,2329.319188,2579.04907,-249.7298818,-0.096830217
2/29/2000,-0.048735301,0.322593841,-0.013367193,-0.053124793,0.102877873,0.04468504,0.050710572,0.053124793,0.951264699,2215.799118,2579.04907,-363.2499528,-0.140846468
3/31/2000,0.107804114,0.310158212,0.08772976,-0.053124793,0.107804114,0.054544163,0.050710572,0.053124793,1.107804114,2454.671379,2579.04907,-124.3776912,-0.048226183
4/28/2000,0.014820703,0.318395074,0.000882062,-0.053124793,0.107804114,0.045911571,0.050710572,0.053124793,1.014820703,2491.051334,2579.04907,-87.99773614,-0.034120226
5/31/2000,0.012596874,0.337634312,0.016329815,-0.053124793,0.107804114,0.046010335,0.050710572,0.053124793,1.012596874,2522.430795,2579.04907,-56.61827567,-0.02195316
6/30/2000,-0.024693284,0.324337681,-0.046104347,-0.053124793,0.107804114,0.045043376,0.050710572,0.053124793,0.975306716,2460.143696,2579.04907,-118.9053744,-0.046104347
7/31/2000,0.004687605,0.332372683,-0.013373065,-0.053124793,0.107804114,0.044342001,0.050710572,0.053124793,1.004687605,2471.675877,2579.04907,-107.3731933,-0.041632862
8/31/2000,0.068241584,0.312059576,0.074593905,-0.053124793,0.107804114,0.047978952,0.050710572,0.053124793,1.068241584,2640.346955,2640.346955,0,0
9/29/2000,-0.012915225,0.327700964,0.108438618,-0.053124793,0.107804114,0.045860074,0.050710572,0.053124793,0.987084775,2606.24628,2640.346955,-34.10067537,-0.012915225
10/31/2000,0.014571923,0.353810919,0.100302115,-0.053124793,0.107804114,0.045724824,0.050710572,0.053124793,1.014571923,2644.224299,2644.224299,0,0
11/30/2000,-0.040941019,0.337524471,0.063873301,-0.053124793,0.107804114,0.047773651,0.050710572,0.053124793,0.959058981,2535.967062,2644.224299,-108.2572365,-0.040941019
12/29/2000,0.086222538,0.339135794,0.119763117,-0.053124793,0.107804114,0.052742024,0.050710572,0.053124793,1.086222538,2754.624578,2754.624578,0,0
1/31/2001,0.058923278,0.313305662,0.252269805,-0.048735301,0.107804114,0.050273838,0.044448446,0.048735301,1.058923278,2916.936086,2916.936086,0,0
2/28/2001,-0.043533246,0.331202884,0.259117926,-0.043533246,0.107804114,0.049645303,0.042107521,0.043533246,0.956466754,2789.952389,2916.936086,-126.9836975,-0.043533246
3/30/2001,-0.045039364,0.31325462,0.085397715,-0.045039364,0.086222538,0.044550687,0.044210999,0.045039364,0.954960636,2664.294707,2916.936086,-252.6413794,-0.086611901
4/30/2001,0.08148554,0.327091897,0.156698845,-0.045039364,0.086222538,0.049405213,0.044210999,0.045039364,1.08148554,2881.396201,2916.936086,-35.53988533,-0.012183978
5/31/2001,0.020542418,0.32632792,0.165775113,-0.045039364,0.086222538,0.049448149,0.044210999,0.045039364,1.020542418,2940.587046,2940.587046,0,0
6/29/2001,-0.007551504,0.320298508,0.186264524,-0.045039364,0.086222538,0.048467798,0.044210999,0.045039364,0.992448496,2918.38119,2940.587046,-22.20585624,-0.007551504
7/31/2001,-0.00820961,0.335607311,0.171036399,-0.045039364,0.086222538,0.048868071,0.044210999,0.045039364,0.99179039,2894.422418,2940.587046,-46.16462738,-0.015699119
8/31/2001,-0.03007809,0.312936901,0.063255613,-0.045039364,0.086222538,0.047219374,0.044210999,0.045039364,0.96992191,2807.36372,2940.587046,-133.2233256,-0.04530501
9/28/2001,-0.12303881,0.321360239,-0.055365931,-0.12303881,0.086222538,0.060178607,0.080139115,0.12303881,0.87696119,2461.949028,2940.587046,-478.6380181,-0.162769546
10/31/2001,0.047773543,0.337862027,-0.02445301,-0.12303881,0.086222538,0.061803945,0.080139115,0.12303881,1.047773543,2579.565055,2940.587046,-361.0219903,-0.122772081
11/30/2001,0.09356237,0.306194119,0.112362743,-0.12303881,0.09356237,0.065826473,0.080139115,0.12303881,1.09356237,2820.915277,2940.587046,-119.6717691,-0.040696557
12/31/2001,0.030279784,0.308774854,0.055073713,-0.12303881,0.09356237,0.06187089,0.080139115,0.12303881,1.030279784,2906.331982,2940.587046,-34.25506376,-0.011649056
1/31/2002,0.004623151,0.356990458,0.000970987,-0.12303881,0.09356237,0.059613599,0.080139115,0.12303881,1.004623151,2919.768394,2940.587046,-20.81865169,-0.00707976
2/28/2002,-0.012459136,0.325591535,0.033490971,-0.12303881,0.09356237,0.058124792,0.080139115,0.12303881,0.987540864,2883.390603,2940.587046,-57.19644312,-0.019450689
3/28/2002,0.070002127,0.327529029,0.157992796,-0.12303881,0.09356237,0.058726916,0.071910414,0.12303881,1.070002127,3085.234078,3085.234078,0,0
4/30/2002,-0.035956082,0.355343683,0.032243032,-0.12303881,0.09356237,0.056172124,0.07514331,0.12303881,0.964043918,2974.301149,3085.234078,-110.9329286,-0.035956082
5/31/2002,-0.00982077,0.322163485,0.001531727,-0.12303881,0.09356237,0.056049052,0.07514331,0.12303881,0.99017923,2945.091222,3085.234078,-140.1428559,-0.045423735
6/28/2002,-0.07761693,0.342626891,-0.069174961,-0.12303881,0.09356237,0.060556571,0.098056776,0.12303881,0.92238307,2716.502284,3085.234078,-368.7317937,-0.119515014
7/31/2002,-0.097258681,0.342387427,-0.152750186,-0.12303881,0.09356237,0.066272934,0.108859739,0.12303881,0.902741319,2452.298856,3085.234078,-632.9352221,-0.205149822
8/30/2002,0.010265315,0.317637481,-0.117509264,-0.12303881,0.09356237,0.066277265,0.108859739,0.12303881,1.010265315,2477.472476,3085.234078,-607.7616017,-0.196990435
9/30/2002,-0.114455368,0.329203554,-0.1088717,-0.114455368,0.09356237,0.064959656,0.10499719,0.114455368,0.885544632,2193.912452,3085.234078,-891.3216263,-0.28889919
10/31/2002,0.0758129,0.311497449,-0.08502431,-0.114455368,0.09356237,0.067583376,0.10499719,0.114455368,1.0758129,2360.239317,3085.234078,-724.9947611,-0.234988576
11/29/2002,0.113660074,0.347257838,-0.068208707,-0.114455368,0.113660074,0.070443254,0.10499719,0.114455368,1.113660074,2628.504292,3085.234078,-456.7297862,-0.148037321
12/31/2002,-0.055295401,0.357308034,-0.145603424,-0.114455368,0.113660074,0.071033302,0.10499719,0.114455368,0.944704599,2483.160094,3085.234078,-602.0739841,-0.195146938
1/31/2003,-0.024906184,0.340891153,-0.170717083,-0.114455368,0.113660074,0.070965353,0.10499719,0.114455368,0.975093816,2421.314051,3085.234078,-663.920027,-0.215192757
2/28/2003,-0.016969379,0.310554322,-0.174504539,-0.114455368,0.113660074,0.070973195,0.10499719,0.114455368,0.983030621,2380.225855,3085.234078,-705.0082233,-0.228510449
3/31/2003,0.004078706,0.331641169,-0.22536377,-0.114455368,0.113660074,0.066317056,0.10499719,0.114455368,1.004078706,2389.934096,3085.234078,-695.299982,-0.22536377
4/30/2003,0.09798621,0.322476602,-0.117737395,-0.114455368,0.113660074,0.074033776,0.10499719,0.114455368,1.09798621,2624.114681,3085.234078,-461.1193971,-0.149460101
5/30/2003,0.092398742,0.315762364,-0.026658476,-0.114455368,0.113660074,0.079470769,0.10499719,0.114455368,1.092398742,2866.579578,3085.234078,-218.6545005,-0.070871284
6/30/2003,0.008645554,0.329450423,0.064369709,-0.114455368,0.113660074,0.075553224,0.10499719,0.114455368,1.008645554,2891.362747,3085.234078,-193.8713311,-0.062838451
7/31/2003,0.028858683,0.326066011,0.213067347,-0.114455368,0.113660074,0.068000163,0.081917386,0.114455368,1.028858683,2974.803668,3085.234078,-110.4304099,-0.035793203
8/29/2003,0.049072406,0.315853195,0.259664627,-0.114455368,0.113660074,0.068502174,0.081917386,0.114455368,1.049072406,3120.784442,3120.784442,0,0
9/30/2003,-0.008461036,0.324525065,0.410438857,-0.055295401,0.113660074,0.054838544,0.038581332,0.055295401,0.991538964,3094.379371,3120.784442,-26.40507098,-0.008461036
10/31/2003,0.067933955,0.321683122,0.400109208,-0.055295401,0.113660074,0.0542899,0.038581332,0.055295401,1.067933955,3304.592801,3304.592801,0,0
11/28/2003,0.021415465,0.355816621,0.28413798,-0.055295401,0.09798621,0.047425383,0.038581332,0.055295401,1.021415465,3375.362193,3375.362193,0,0
12/31/2003,0.042979129,0.32038333,0.417722654,-0.024906184,0.09798621,0.040886925,0.020540941,0.024906184,1.042979129,3520.432319,3520.432319,0,0
1/30/2004,0.022880404,0.328468272,0.487201229,-0.016969379,0.09798621,0.037185896,0.012289791,0.016969379,1.022880404,3600.981232,3600.981232,0,0
2/27/2004,0.015505339,0.332084946,0.536331378,-0.008461036,0.09798621,0.034180981,0.001564178,0.008461036,1.015505339,3656.815667,3656.815667,0,0
3/31/2004,-0.009376013,0.309638611,0.515744439,-0.009376013,0.09798621,0.035550204,0.008872776,0.009376013,0.990623987,3622.529316,3656.815667,-34.28635122,-0.009376013
4/30/2004,-0.022353433,0.311181888,0.34961836,-0.022353433,0.092398742,0.033323035,0.015215852,0.022353433,0.977646567,3541.553351,3656.815667,-115.2623159,-0.031519859
5/28/2004,0.019219821,0.338306041,0.259208501,-0.022353433,0.067933955,0.025893287,0.015215852,0.022353433,1.019219821,3609.621371,3656.815667,-47.19429554,-0.012905845
6/30/2004,0.028168621,0.322214753,0.283581394,-0.022353433,0.067933955,0.025748961,0.015215852,0.022353433,1.028168621,3711.299426,3711.299426,0,0
7/30/2004,-0.047753306,0.310057216,0.188001967,-0.047753306,0.067933955,0.032359227,0.033783376,0.047753306,0.952246694,3534.072608,3711.299426,-177.2268184,-0.047753306
8/31/2004,-0.006963753,0.331581708,0.124544891,-0.047753306,0.067933955,0.030999917,0.033783376,0.047753306,0.993036247,3509.462199,3711.299426,-201.8372273,-0.054384517
9/30/2004,0.027066731,0.336049364,0.164838385,-0.047753306,0.067933955,0.030744256,0.033783376,0.047753306,1.027066731,3604.451868,3711.299426,-106.8475585,-0.028789797
